Ore Name,ItemStack,Item ID,Display Name,Wildcard
crushedCentrifugedCeruclase,1xgt.metaitem.01@7952,gregtech:gt.metaitem.01,Centrifuged Ceruclase Ore,false
crushedCentrifugedChalcopyrite,1xgt.metaitem.01@7855,gregtech:gt.metaitem.01,Centrifuged Chalcopyrite Ore,false
crushedCentrifugedChargedCertusQuartz,1xgt.metaitem.01@7517,gregtech:gt.metaitem.01,Centrifuged Charged Certus Quartz Ore,false
crushedCentrifugedCheese,1xgt.metaitem.01@7894,gregtech:gt.metaitem.01,Centrifuged Cheese Ore,false
crushedCentrifugedChrome,1xgt.metaitem.01@7030,gregtech:gt.metaitem.01,Centrifuged Chrome Ore,false
crushedCentrifugedChromite,1xgt.metaitem.01@7825,gregtech:gt.metaitem.01,Centrifuged Chromite Ore,false
crushedCentrifugedChromo-Alumino-Povondraite,1xgt.bwMetaGeneratedcrushedCentrifuged@7,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Chromo-Alumino-Povondraite Ore,false
crushedCentrifugedChrysotile,1xgt.metaitem.01@7912,gregtech:gt.metaitem.01,Centrifuged Chrysotile Ore,false
crushedCentrifugedCinnabar,1xgt.metaitem.01@7826,gregtech:gt.metaitem.01,Centrifuged Cinnabar Ore,false
crushedCentrifugedCoal,1xgt.metaitem.01@7535,gregtech:gt.metaitem.01,Centrifuged Coal Ore,false
crushedCentrifugedCobalt,1xgt.metaitem.01@7033,gregtech:gt.metaitem.01,Centrifuged Cobalt Ore,false
crushedCentrifugedCobaltite,1xgt.metaitem.01@7827,gregtech:gt.metaitem.01,Centrifuged Cobaltite Ore,false
crushedCentrifugedComancheite,1xitem.crushedCentrifugedComancheite@0,miscutils:crushedCentrifugedComancheite,Centrifuged Crushed Comancheite Ore,false
crushedCentrifugedCooperite,1xgt.metaitem.01@7828,gregtech:gt.metaitem.01,Centrifuged Sheldonite Ore,false
crushedCentrifugedCopper,1xgt.metaitem.01@7035,gregtech:gt.metaitem.01,Centrifuged Copper Ore,false
crushedCentrifugedCosmicNeutronium,1xgt.metaitem.01@7982,gregtech:gt.metaitem.01,Centrifuged Cosmic Neutronium Ore,false
crushedCentrifugedCrocoite,1xitem.crushedCentrifugedCrocoite@0,miscutils:crushedCentrifugedCrocoite,Centrifuged Crushed Crocoite Ore,false
crushedCentrifugedCrudeRhodiumMetal,1xgt.bwMetaGeneratedcrushedCentrifuged@79,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Crude Rhodium Metal Ore,false
crushedCentrifugedCryolite,1xgt.metaitem.01@7699,gregtech:gt.metaitem.01,Centrifuged Cryolite Ore,false
crushedCentrifugedCryoliteF,1xitem.crushedCentrifugedCryoliteF@0,miscutils:crushedCentrifugedCryoliteF,Centrifuged Crushed Cryolite (F) Ore,false
crushedCentrifugedDarkIron,1xgt.metaitem.01@7342,gregtech:gt.metaitem.01,Centrifuged Deep Dark Iron Ore,false
crushedCentrifugedDeepIron,1xgt.metaitem.01@7829,gregtech:gt.metaitem.01,Centrifuged Deep Iron Ore,false
crushedCentrifugedDemicheleiteBr,1xitem.crushedCentrifugedDemicheleiteBr@0,miscutils:crushedCentrifugedDemicheleiteBr,Centrifuged Crushed Demicheleite (Br) Ore,false
crushedCentrifugedDesh,1xgt.metaitem.01@7884,gregtech:gt.metaitem.01,Centrifuged Desh Ore,false
crushedCentrifugedDiamond,1xgt.metaitem.01@7500,gregtech:gt.metaitem.01,Centrifuged Diamond Ore,false
crushedCentrifugedDiatomite,1xgt.metaitem.01@7948,gregtech:gt.metaitem.01,Centrifuged Diatomite Ore,false
crushedCentrifugedDilithium,1xgt.metaitem.01@7515,gregtech:gt.metaitem.01,Centrifuged Dilithium Ore,false
crushedCentrifugedDjurleite,1xgt.bwMetaGeneratedcrushedCentrifuged@16,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Djurleite Ore,false
crushedCentrifugedDolomite,1xgt.metaitem.01@7914,gregtech:gt.metaitem.01,Centrifuged Dolomite Ore,false
crushedCentrifugedDraconium,1xgt.metaitem.01@7975,gregtech:gt.metaitem.01,Centrifuged Draconium Ore,false
crushedCentrifugedDraconiumAwakened,1xgt.metaitem.01@7976,gregtech:gt.metaitem.01,Centrifuged Awakened Draconium Ore,false
crushedCentrifugedDuralumin,1xgt.metaitem.01@7392,gregtech:gt.metaitem.01,Centrifuged Duralumin Ore,false
crushedCentrifugedDysprosium,1xgt.metaitem.01@7073,gregtech:gt.metaitem.01,Centrifuged Dysprosium Ore,false
crushedCentrifugedElectrotine,1xgt.metaitem.01@7812,gregtech:gt.metaitem.01,Centrifuged Electrotine Ore,false
crushedCentrifugedElectrum,1xgt.metaitem.01@7303,gregtech:gt.metaitem.01,Centrifuged Electrum Ore,false
crushedCentrifugedElectrumFlux,1xgt.metaitem.01@7320,gregtech:gt.metaitem.01,Centrifuged Fluxed Electrum Ore,false
crushedCentrifugedEmerald,1xgt.metaitem.01@7501,gregtech:gt.metaitem.01,Centrifuged Emerald Ore,false
crushedCentrifugedEmery,1xgt.metaitem.01@7861,gregtech:gt.metaitem.01,Centrifuged Emery Ore,false
crushedCentrifugedEnriched-NaquadahOxideMixture,1xgt.bwMetaGeneratedcrushedCentrifuged@10067,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Enriched-Naquadah Oxide Mixture Ore,false
crushedCentrifugedErbium,1xgt.metaitem.01@7075,gregtech:gt.metaitem.01,Centrifuged Erbium Ore,false
crushedCentrifugedEuropium,1xgt.metaitem.01@7070,gregtech:gt.metaitem.01,Centrifuged Europium Ore,false
crushedCentrifugedFayalite,1xgt.bwMetaGeneratedcrushedCentrifuged@23,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Fayalite Ore,false
crushedCentrifugedFerberite,1xgt.bwMetaGeneratedcrushedCentrifuged@11,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Ferberite Ore,false
crushedCentrifugedFirestone,1xgt.metaitem.01@7347,gregtech:gt.metaitem.01,Centrifuged Firestone Ore,false
crushedCentrifugedFlerovium_GT5U,1xgt.metaitem.01@7984,gregtech:gt.metaitem.01,Centrifuged Flerovium Ore,false
crushedCentrifugedFlorencite,1xitem.crushedCentrifugedFlorencite@0,miscutils:crushedCentrifugedFlorencite,Centrifuged Crushed Florencite Ore,false
crushedCentrifugedFluor-Buergerite,1xgt.bwMetaGeneratedcrushedCentrifuged@5,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Fluor-Buergerite Ore,false
crushedCentrifugedFluorcaphite,1xitem.crushedCentrifugedFluorcaphite@0,miscutils:crushedCentrifugedFluorcaphite,Centrifuged Crushed Fluorcaphite Ore,false
crushedCentrifugedFluoriteF,1xitem.crushedCentrifugedFluoriteF@0,miscutils:crushedCentrifugedFluoriteF,Centrifuged Crushed Fluorite (F) Ore,false
crushedCentrifugedFluorspar,1xgt.bwMetaGeneratedcrushedCentrifuged@91,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Fluorspar Ore,false
crushedCentrifugedFoolsRuby,1xgt.metaitem.01@7512,gregtech:gt.metaitem.01,Centrifuged Spinel Ore,false
crushedCentrifugedForce,1xgt.metaitem.01@7521,gregtech:gt.metaitem.01,Centrifuged Force Ore,false
crushedCentrifugedForcicium,1xgt.metaitem.01@7518,gregtech:gt.metaitem.01,Centrifuged Forcicium Ore,false
crushedCentrifugedForcillium,1xgt.metaitem.01@7519,gregtech:gt.metaitem.01,Centrifuged Forcillium Ore,false
crushedCentrifugedForsterite,1xgt.bwMetaGeneratedcrushedCentrifuged@24,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Forsterite Ore,false
crushedCentrifugedFullersEarth,1xgt.metaitem.01@7928,gregtech:gt.metaitem.01,Centrifuged Fullers Earth,false
crushedCentrifugedGadoliniteCe,1xitem.crushedCentrifugedGadoliniteCe@0,miscutils:crushedCentrifugedGadoliniteCe,Centrifuged Crushed Gadolinite (Ce) Ore,false
crushedCentrifugedGadoliniteY,1xitem.crushedCentrifugedGadoliniteY@0,miscutils:crushedCentrifugedGadoliniteY,Centrifuged Crushed Gadolinite (Y) Ore,false
crushedCentrifugedGadolinium,1xgt.metaitem.01@7071,gregtech:gt.metaitem.01,Centrifuged Gadolinium Ore,false
crushedCentrifugedGalena,1xgt.metaitem.01@7830,gregtech:gt.metaitem.01,Centrifuged Galena Ore,false
crushedCentrifugedGallium,1xgt.metaitem.01@7037,gregtech:gt.metaitem.01,Centrifuged Gallium Ore,false
crushedCentrifugedGarnetRed,1xgt.metaitem.01@7527,gregtech:gt.metaitem.01,Centrifuged Red Garnet Ore,false
crushedCentrifugedGarnetSand,1xgt.metaitem.01@7938,gregtech:gt.metaitem.01,Centrifuged Garnet Sand,false
crushedCentrifugedGarnetYellow,1xgt.metaitem.01@7528,gregtech:gt.metaitem.01,Centrifuged Yellow Garnet Ore,false
crushedCentrifugedGarnierite,1xgt.metaitem.01@7906,gregtech:gt.metaitem.01,Centrifuged Garnierite Ore,false
crushedCentrifugedGeikielite,1xitem.crushedCentrifugedGeikielite@0,miscutils:crushedCentrifugedGeikielite,Centrifuged Crushed Geikielite Ore,false
crushedCentrifugedGlauconite,1xgt.metaitem.01@7933,gregtech:gt.metaitem.01,Centrifuged Glauconite Ore,false
crushedCentrifugedGlauconiteSand,1xgt.metaitem.01@7949,gregtech:gt.metaitem.01,Centrifuged Glauconite Sand,false
crushedCentrifugedGold,1xgt.metaitem.01@7086,gregtech:gt.metaitem.01,Centrifuged Gold Ore,false
crushedCentrifugedGraniticMineralSand,1xgt.metaitem.01@7936,gregtech:gt.metaitem.01,Centrifuged Granitic Mineral Sand,false
crushedCentrifugedGraphite,1xgt.metaitem.01@7865,gregtech:gt.metaitem.01,Centrifuged Graphite Ore,false
crushedCentrifugedGreenFuchsite,1xgt.bwMetaGeneratedcrushedCentrifuged@28,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Green Fuchsite Ore,false
crushedCentrifugedGreenSapphire,1xgt.metaitem.01@7504,gregtech:gt.metaitem.01,Centrifuged Green Sapphire Ore,false
crushedCentrifugedGreenockite,1xitem.crushedCentrifugedGreenockite@0,miscutils:crushedCentrifugedGreenockite,Centrifuged Crushed Greenockite Ore,false
crushedCentrifugedGrossular,1xgt.metaitem.01@7831,gregtech:gt.metaitem.01,Centrifuged Grossular Ore,false
crushedCentrifugedGypsum,1xgt.metaitem.01@7934,gregtech:gt.metaitem.01,Centrifuged Gypsum Ore,false
crushedCentrifugedHedenbergite,1xgt.bwMetaGeneratedcrushedCentrifuged@25,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Hedenbergite Ore,false
crushedCentrifugedHeeEndium,1xgt.metaitem.01@7770,gregtech:gt.metaitem.01,Centrifuged Endium Ore,false
crushedCentrifugedHibonite,1xitem.crushedCentrifugedHibonite@0,miscutils:crushedCentrifugedHibonite,Centrifuged Crushed Hibonite Ore,false
crushedCentrifugedHolmium,1xgt.metaitem.01@7074,gregtech:gt.metaitem.01,Centrifuged Holmium Ore,false
crushedCentrifugedHoneaite,1xitem.crushedCentrifugedHoneaite@0,miscutils:crushedCentrifugedHoneaite,Centrifuged Crushed Honeaite Ore,false
crushedCentrifugedHuebnerite,1xgt.bwMetaGeneratedcrushedCentrifuged@17,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Huebnerite Ore,false
crushedCentrifugedIchorium,1xgt.metaitem.01@7978,gregtech:gt.metaitem.01,Centrifuged Ichorium Ore,false
crushedCentrifugedIlmenite,1xgt.metaitem.01@7918,gregtech:gt.metaitem.01,Centrifuged Ilmenite Ore,false
crushedCentrifugedIndium,1xgt.metaitem.01@7056,gregtech:gt.metaitem.01,Centrifuged Indium Ore,false
crushedCentrifugedInfinityCatalyst,1xgt.metaitem.01@7394,gregtech:gt.metaitem.01,Centrifuged Infinity Catalyst Ore,false
crushedCentrifugedInfusedAir,1xgt.metaitem.01@7540,gregtech:gt.metaitem.01,Centrifuged Aer Crystals,false
crushedCentrifugedInfusedEarth,1xgt.metaitem.01@7542,gregtech:gt.metaitem.01,Centrifuged Terra Crystals,false
crushedCentrifugedInfusedEntropy,1xgt.metaitem.01@7544,gregtech:gt.metaitem.01,Centrifuged Perditio Crystals,false
crushedCentrifugedInfusedFire,1xgt.metaitem.01@7541,gregtech:gt.metaitem.01,Centrifuged Ignis Crystals,false
crushedCentrifugedInfusedGold,1xgt.metaitem.01@7323,gregtech:gt.metaitem.01,Centrifuged Infused Gold Ore,false
crushedCentrifugedInfusedOrder,1xgt.metaitem.01@7545,gregtech:gt.metaitem.01,Centrifuged Ordo Crystals,false
crushedCentrifugedInfusedWater,1xgt.metaitem.01@7543,gregtech:gt.metaitem.01,Centrifuged Aqua Crystals,false
crushedCentrifugedIrarsite,1xitem.crushedCentrifugedIrarsite@0,miscutils:crushedCentrifugedIrarsite,Centrifuged Crushed Irarsite Ore,false
crushedCentrifugedIridium,1xgt.metaitem.01@7084,gregtech:gt.metaitem.01,Centrifuged Iridium Ore,false
crushedCentrifugedIridiumMetalResidue,1xgt.bwMetaGeneratedcrushedCentrifuged@70,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Iridium Metal Residue Ore,false
crushedCentrifugedIron,1xgt.metaitem.01@7032,gregtech:gt.metaitem.01,Centrifuged Iron Ore,false
crushedCentrifugedJade,1xgt.metaitem.01@7537,gregtech:gt.metaitem.01,Centrifuged Jade Ore,false
crushedCentrifugedJasper,1xgt.metaitem.01@7511,gregtech:gt.metaitem.01,Centrifuged Jasper Ore,false
crushedCentrifugedKaolinite,1xgt.metaitem.01@7929,gregtech:gt.metaitem.01,Centrifuged Kaolinite,false
crushedCentrifugedKashinite,1xitem.crushedCentrifugedKashinite@0,miscutils:crushedCentrifugedKashinite,Centrifuged Crushed Kashinite Ore,false
crushedCentrifugedKoboldite,1xitem.crushedCentrifugedKoboldite@0,miscutils:crushedCentrifugedKoboldite,Centrifuged Crushed Koboldite Ore,false
crushedCentrifugedKyanite,1xgt.metaitem.01@7924,gregtech:gt.metaitem.01,Centrifuged Kyanite Ore,false
crushedCentrifugedLafossaite,1xitem.crushedCentrifugedLafossaite@0,miscutils:crushedCentrifugedLafossaite,Centrifuged Crushed Lafossaite Ore,false
crushedCentrifugedLanthaniteCe,1xitem.crushedCentrifugedLanthaniteCe@0,miscutils:crushedCentrifugedLanthaniteCe,Centrifuged Crushed Lanthanite (Ce) Ore,false
crushedCentrifugedLanthaniteLa,1xitem.crushedCentrifugedLanthaniteLa@0,miscutils:crushedCentrifugedLanthaniteLa,Centrifuged Crushed Lanthanite (La) Ore,false
crushedCentrifugedLanthaniteNd,1xitem.crushedCentrifugedLanthaniteNd@0,miscutils:crushedCentrifugedLanthaniteNd,Centrifuged Crushed Lanthanite (Nd) Ore,false
crushedCentrifugedLanthanum,1xgt.metaitem.01@7064,gregtech:gt.metaitem.01,Centrifuged Lanthanum Ore,false
crushedCentrifugedLapis,1xgt.metaitem.01@7526,gregtech:gt.metaitem.01,Centrifuged Lapis Ore,false
crushedCentrifugedLautarite,1xitem.crushedCentrifugedLautarite@0,miscutils:crushedCentrifugedLautarite,Centrifuged Crushed Lautarite Ore,false
crushedCentrifugedLazurite,1xgt.metaitem.01@7524,gregtech:gt.metaitem.01,Centrifuged Lazurite Ore,false
crushedCentrifugedLeachResidue,1xgt.bwMetaGeneratedcrushedCentrifuged@60,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Leach Residue Ore,false
crushedCentrifugedLead,1xgt.metaitem.01@7089,gregtech:gt.metaitem.01,Centrifuged Lead Ore,false
crushedCentrifugedLedox,1xgt.metaitem.01@7390,gregtech:gt.metaitem.01,Centrifuged Ledox Ore,false
crushedCentrifugedLepersonnite,1xitem.crushedCentrifugedLepersonnite@0,miscutils:crushedCentrifugedLepersonnite,Centrifuged Crushed Lepersonnite Ore,false
crushedCentrifugedLepidolite,1xgt.metaitem.01@7907,gregtech:gt.metaitem.01,Centrifuged Lepidolite Ore,false
crushedCentrifugedLignite,1xgt.metaitem.01@7538,gregtech:gt.metaitem.01,Centrifuged Lignite Coal Ore,false
crushedCentrifugedLithium,1xgt.metaitem.01@7006,gregtech:gt.metaitem.01,Centrifuged Lithium Ore,false
crushedCentrifugedLoellingite,1xgt.bwMetaGeneratedcrushedCentrifuged@12,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Loellingite Ore,false
crushedCentrifugedLutetium,1xgt.metaitem.01@7078,gregtech:gt.metaitem.01,Centrifuged Lutetium Ore,false
crushedCentrifugedMagnesite,1xgt.metaitem.01@7908,gregtech:gt.metaitem.01,Centrifuged Magnesite Ore,false
crushedCentrifugedMagnesium,1xgt.metaitem.01@7018,gregtech:gt.metaitem.01,Centrifuged Magnesium Ore,false
crushedCentrifugedMagnetite,1xgt.metaitem.01@7870,gregtech:gt.metaitem.01,Centrifuged Magnetite Ore,false
crushedCentrifugedMalachite,1xgt.metaitem.01@7871,gregtech:gt.metaitem.01,Centrifuged Malachite Ore,false
crushedCentrifugedManganese,1xgt.metaitem.01@7031,gregtech:gt.metaitem.01,Centrifuged Manganese Ore,false
crushedCentrifugedManyullyn,1xgt.metaitem.01@7386,gregtech:gt.metaitem.01,Centrifuged Manyullyn Ore,false
crushedCentrifugedMeteoricIron,1xgt.metaitem.01@7340,gregtech:gt.metaitem.01,Centrifuged Meteoric Iron Ore,false
crushedCentrifugedMica,1xgt.metaitem.01@7901,gregtech:gt.metaitem.01,Centrifuged Mica Ore,false
crushedCentrifugedMiessiite,1xitem.crushedCentrifugedMiessiite@0,miscutils:crushedCentrifugedMiessiite,Centrifuged Crushed Miessiite Ore,false
crushedCentrifugedMirabilite,1xgt.metaitem.01@7900,gregtech:gt.metaitem.01,Centrifuged Mirabilite Ore,false
crushedCentrifugedMithril,1xgt.metaitem.01@7331,gregtech:gt.metaitem.01,Centrifuged Mithril Ore,false
crushedCentrifugedMolybdenite,1xgt.metaitem.01@7942,gregtech:gt.metaitem.01,Centrifuged Molybdenite Ore,false
crushedCentrifugedMolybdenum,1xgt.metaitem.01@7048,gregtech:gt.metaitem.01,Centrifuged Molybdenum Ore,false
crushedCentrifugedMonazite,1xgt.metaitem.01@7520,gregtech:gt.metaitem.01,Centrifuged Monazite Ore,false
crushedCentrifugedMysteriousCrystal,1xgt.metaitem.01@7398,gregtech:gt.metaitem.01,Centrifuged Mysterious Crystal Ore,false
crushedCentrifugedMytryl,1xgt.metaitem.01@7387,gregtech:gt.metaitem.01,Centrifuged Mytryl Ore,false
crushedCentrifugedNaquadah,1xgt.metaitem.01@7324,gregtech:gt.metaitem.01,Centrifuged Naquadah Ore,false
crushedCentrifugedNaquadahEnriched,1xgt.metaitem.01@7326,gregtech:gt.metaitem.01,Centrifuged Enriched Naquadah Ore,false
crushedCentrifugedNaquadahOxideMixture,1xgt.bwMetaGeneratedcrushedCentrifuged@10054,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Naquadah Oxide Mixture Ore,false
crushedCentrifugedNaquadria,1xgt.metaitem.01@7327,gregtech:gt.metaitem.01,Centrifuged Naquadria Ore,false
crushedCentrifugedNaquadriaOxideMixture,1xgt.bwMetaGeneratedcrushedCentrifuged@10072,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Naquadria Oxide Mixture Ore,false
crushedCentrifugedNeodymium,1xgt.metaitem.01@7067,gregtech:gt.metaitem.01,Centrifuged Neodymium Ore,false
crushedCentrifugedNetherQuartz,1xgt.metaitem.01@7522,gregtech:gt.metaitem.01,Centrifuged Nether Quartz Ore,false
crushedCentrifugedNetherStar,1xgt.metaitem.01@7506,gregtech:gt.metaitem.01,Centrifuged Nether Star Ore,false
crushedCentrifugedNeutronium,1xgt.metaitem.01@7129,gregtech:gt.metaitem.01,Centrifuged Neutronium Ore,false
crushedCentrifugedNichromite,1xitem.crushedCentrifugedNichromite@0,miscutils:crushedCentrifugedNichromite,Centrifuged Crushed Nichromite Ore,false
crushedCentrifugedNickel,1xgt.metaitem.01@7034,gregtech:gt.metaitem.01,Centrifuged Nickel Ore,false
crushedCentrifugedNiobium,1xgt.metaitem.01@7047,gregtech:gt.metaitem.01,Centrifuged Niobium Ore,false
crushedCentrifugedNiter,1xgt.metaitem.01@7531,gregtech:gt.metaitem.01,Centrifuged Niter Ore,false
crushedCentrifugedOilsands,1xgt.metaitem.01@7878,gregtech:gt.metaitem.01,Centrifuged Oilsands Ore,false
crushedCentrifugedOlenite,1xgt.bwMetaGeneratedcrushedCentrifuged@9,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Olenite Ore,false
crushedCentrifugedOlivine,1xgt.metaitem.01@7505,gregtech:gt.metaitem.01,Centrifuged Olivine Ore,false
crushedCentrifugedOpal,1xgt.metaitem.01@7510,gregtech:gt.metaitem.01,Centrifuged Opal Ore,false
crushedCentrifugedOrangeDescloizite,1xgt.bwMetaGeneratedcrushedCentrifuged@27,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Orange Descloizite Ore,false
crushedCentrifugedOrichalcum,1xgt.metaitem.01@7966,gregtech:gt.metaitem.01,Centrifuged Orichalcum Ore,false
crushedCentrifugedOriharukon,1xgt.metaitem.01@7393,gregtech:gt.metaitem.01,Centrifuged Oriharukon Ore,false
crushedCentrifugedOrundum,1xgt.bwMetaGeneratedcrushedCentrifuged@10023,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Orundum Ore,false
crushedCentrifugedOsmium,1xgt.metaitem.01@7083,gregtech:gt.metaitem.01,Centrifuged Osmium Ore,false
crushedCentrifugedPalladium,1xgt.metaitem.01@7052,gregtech:gt.metaitem.01,Centrifuged Palladium Ore,false
crushedCentrifugedPalladiumMetallicPowder,1xgt.bwMetaGeneratedcrushedCentrifuged@53,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Palladium Metallic Powder Ore,false
crushedCentrifugedPentlandite,1xgt.metaitem.01@7909,gregtech:gt.metaitem.01,Centrifuged Pentlandite Ore,false
crushedCentrifugedPerlite,1xgt.metaitem.01@7925,gregtech:gt.metaitem.01,Centrifuged Perlite Ore,false
crushedCentrifugedPerroudite,1xitem.crushedCentrifugedPerroudite@0,miscutils:crushedCentrifugedPerroudite,Centrifuged Crushed Perroudite Ore,false
crushedCentrifugedPhosphate,1xgt.metaitem.01@7833,gregtech:gt.metaitem.01,Centrifuged Phosphate Ore,false
crushedCentrifugedPigIron,1xgt.metaitem.01@7307,gregtech:gt.metaitem.01,Centrifuged Pig Iron Ore,false
crushedCentrifugedPitchblende,1xgt.metaitem.01@7873,gregtech:gt.metaitem.01,Centrifuged Pitchblende,false
crushedCentrifugedPlatinum,1xgt.metaitem.01@7085,gregtech:gt.metaitem.01,Centrifuged Platinum Ore,false
crushedCentrifugedPlatinumMetallicPowder,1xgt.bwMetaGeneratedcrushedCentrifuged@47,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Platinum Metallic Powder Ore,false
crushedCentrifugedPlutonium,1xgt.metaitem.01@7100,gregtech:gt.metaitem.01,Centrifuged Plutonium 239 Ore,false
crushedCentrifugedPlutonium241,1xgt.metaitem.01@7101,gregtech:gt.metaitem.01,Centrifuged Plutonium 241 Ore,false
crushedCentrifugedPollucite,1xgt.metaitem.01@7919,gregtech:gt.metaitem.01,Centrifuged Pollucite Ore,false
crushedCentrifugedPolycrase,1xitem.crushedCentrifugedPolycrase@0,miscutils:crushedCentrifugedPolycrase,Centrifuged Crushed Polycrase Ore,false
crushedCentrifugedPowellite,1xgt.metaitem.01@7883,gregtech:gt.metaitem.01,Centrifuged Powellite Ore,false
crushedCentrifugedPraseodymium,1xgt.metaitem.01@7066,gregtech:gt.metaitem.01,Centrifuged Praseodymium Ore,false
crushedCentrifugedPrasiolite,1xgt.bwMetaGeneratedcrushedCentrifuged@35,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Prasiolite Ore,false
crushedCentrifugedPromethium,1xgt.metaitem.01@7068,gregtech:gt.metaitem.01,Centrifuged Promethium Ore,false
crushedCentrifugedPumice,1xgt.metaitem.01@7926,gregtech:gt.metaitem.01,Centrifuged Pumice Ore,false
crushedCentrifugedPyrite,1xgt.metaitem.01@7834,gregtech:gt.metaitem.01,Centrifuged Pyrite Ore,false
crushedCentrifugedPyrochlore,1xgt.metaitem.01@7607,gregtech:gt.metaitem.01,Centrifuged Pyrochlore Ore,false
crushedCentrifugedPyrolusite,1xgt.metaitem.01@7943,gregtech:gt.metaitem.01,Centrifuged Pyrolusite Ore,false
crushedCentrifugedPyrope,1xgt.metaitem.01@7835,gregtech:gt.metaitem.01,Centrifuged Pyrope Ore,false
crushedCentrifugedQuantium,1xgt.metaitem.01@7391,gregtech:gt.metaitem.01,Centrifuged Quantium Ore,false
crushedCentrifugedQuartzSand,1xgt.metaitem.01@7939,gregtech:gt.metaitem.01,Centrifuged Quartz Sand,false
crushedCentrifugedQuartzite,1xgt.metaitem.01@7523,gregtech:gt.metaitem.01,Centrifuged Quartzite Ore,false
crushedCentrifugedRadioactiveMineralMix,1xitem.crushedCentrifugedRadioactiveMineralMix@0,miscutils:crushedCentrifugedRadioactiveMineralMix,Centrifuged Crushed Strange Ore,false
crushedCentrifugedRareEarthI,1xitem.crushedCentrifugedRareEarthI@0,miscutils:crushedCentrifugedRareEarthI,Centrifuged Crushed Rare Earth (I) Ore,false
crushedCentrifugedRareEarthII,1xitem.crushedCentrifugedRareEarthII@0,miscutils:crushedCentrifugedRareEarthII,Centrifuged Crushed Rare Earth (II) Ore,false
crushedCentrifugedRareEarthIII,1xitem.crushedCentrifugedRareEarthIII@0,miscutils:crushedCentrifugedRareEarthIII,Centrifuged Crushed Rare Earth (III) Ore,false
crushedCentrifugedRareEarthMetal,1xgt.bwMetaGeneratedcrushedCentrifuged@25053,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Rare Earth Metal Ore,false
crushedCentrifugedRarestMetalResidue,1xgt.bwMetaGeneratedcrushedCentrifuged@69,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Rarest Metal Residue Ore,false
crushedCentrifugedRealgar,1xgt.metaitem.01@7913,gregtech:gt.metaitem.01,Centrifuged Realgar Ore,false
crushedCentrifugedRedDescloizite,1xgt.bwMetaGeneratedcrushedCentrifuged@26,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Red Descloizite Ore,false
crushedCentrifugedRedFuchsite,1xgt.bwMetaGeneratedcrushedCentrifuged@29,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Red Fuchsite Ore,false
crushedCentrifugedRedZircon,1xgt.bwMetaGeneratedcrushedCentrifuged@19,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Red Zircon Ore,false
crushedCentrifugedRedstone,1xgt.metaitem.01@7810,gregtech:gt.metaitem.01,Centrifuged Redstone Ore,false
crushedCentrifugedRoastedIron,1xgt.metaitem.01@7548,gregtech:gt.metaitem.01,Centrifuged Roasted Iron Ore,false
crushedCentrifugedRoastedNickel,1xgt.metaitem.01@7549,gregtech:gt.metaitem.01,Centrifuged Roasted Nickel Ore,false
crushedCentrifugedRockSalt,1xgt.metaitem.01@7944,gregtech:gt.metaitem.01,Centrifuged Rock Salt Ore,false
crushedCentrifugedRoquesite,1xgt.bwMetaGeneratedcrushedCentrifuged@13,bartworks:gt.bwMetaGeneratedcrushedCentrifuged,Centrifuged Roquesite Ore,false
crushedCentrifugedRubidium,1xgt.metaitem.01@7043,gregtech:gt.metaitem.01,Centrifuged Rubidium Ore,false
