id,stackName,className
2204,12x Superconductor Base MV Wire,MTECable
2205,16x Superconductor Base MV Wire,MTECable
2220,1x Superconductor Base HV Wire,MTECable
2221,2x Superconductor Base HV Wire,MTECable
2222,4x Superconductor Base HV Wire,MTECable
2223,8x Superconductor Base HV Wire,MTECable
2224,12x Superconductor Base HV Wire,MTECable
2225,16x Superconductor Base HV Wire,MTECable
2240,1x Superconductor Base EV Wire,MTECable
2241,2x Superconductor Base EV Wire,MTECable
2242,4x Superconductor Base EV Wire,MTECable
2243,8x Superconductor Base EV Wire,MTECable
2244,12x Superconductor Base EV Wire,MTECable
2245,16x Superconductor Base EV Wire,MTECable
2260,1x Superconductor Base IV Wire,MTECable
2261,2x Superconductor Base IV Wire,MTECable
2262,4x Superconductor Base IV Wire,MTECable
2263,8x Superconductor Base IV Wire,MTECable
2264,12x Superconductor Base IV Wire,MTECable
2265,16x Superconductor Base IV Wire,MTECable
2280,1x Superconductor Base LuV Wire,MTECable
2281,2x Superconductor Base LuV Wire,MTECable
2282,4x Superconductor Base LuV Wire,MTECable
2283,8x Superconductor Base LuV Wire,MTECable
2284,12x Superconductor Base LuV Wire,MTECable
2285,16x Superconductor Base LuV Wire,MTECable
2300,1x Superconductor Base ZPM Wire,MTECable
2301,2x Superconductor Base ZPM Wire,MTECable
2302,4x Superconductor Base ZPM Wire,MTECable
2303,8x Superconductor Base ZPM Wire,MTECable
2304,12x Superconductor Base ZPM Wire,MTECable
2305,16x Superconductor Base ZPM Wire,MTECable
2320,1x Superconductor MV Wire,MTECable
2321,2x Superconductor MV Wire,MTECable
2322,4x Superconductor MV Wire,MTECable
2323,8x Superconductor MV Wire,MTECable
2324,12x Superconductor MV Wire,MTECable
2325,16x Superconductor MV Wire,MTECable
2340,1x Superconductor HV Wire,MTECable
2341,2x Superconductor HV Wire,MTECable
2342,4x Superconductor HV Wire,MTECable
2343,8x Superconductor HV Wire,MTECable
2344,12x Superconductor HV Wire,MTECable
2345,16x Superconductor HV Wire,MTECable
2360,1x Superconductor EV Wire,MTECable
2361,2x Superconductor EV Wire,MTECable
2362,4x Superconductor EV Wire,MTECable
2363,8x Superconductor EV Wire,MTECable
2364,12x Superconductor EV Wire,MTECable
2365,16x Superconductor EV Wire,MTECable
2380,1x Superconductor IV Wire,MTECable
2381,2x Superconductor IV Wire,MTECable
2382,4x Superconductor IV Wire,MTECable
2383,8x Superconductor IV Wire,MTECable
2384,12x Superconductor IV Wire,MTECable
2385,16x Superconductor IV Wire,MTECable
2400,1x Superconductor LuV Wire,MTECable
2401,2x Superconductor LuV Wire,MTECable
2402,4x Superconductor LuV Wire,MTECable
2403,8x Superconductor LuV Wire,MTECable
2404,12x Superconductor LuV Wire,MTECable
2405,16x Superconductor LuV Wire,MTECable
2420,1x Superconductor ZPM Wire,MTECable
2421,2x Superconductor ZPM Wire,MTECable
2422,4x Superconductor ZPM Wire,MTECable
2423,8x Superconductor ZPM Wire,MTECable
2424,12x Superconductor ZPM Wire,MTECable
2425,16x Superconductor ZPM Wire,MTECable
2440,1x Superconductor UV Wire,MTECable
2441,2x Superconductor UV Wire,MTECable
2442,4x Superconductor UV Wire,MTECable
2443,8x Superconductor UV Wire,MTECable
2444,12x Superconductor UV Wire,MTECable
2445,16x Superconductor UV Wire,MTECable
2500,1x Superconductor Base UV Wire,MTECable
2501,2x Superconductor Base UV Wire,MTECable
2502,4x Superconductor Base UV Wire,MTECable
2503,8x Superconductor Base UV Wire,MTECable
2504,12x Superconductor Base UV Wire,MTECable
2505,16x Superconductor Base UV Wire,MTECable
2520,1x Superconductor Base UHV Wire,MTECable
2521,2x Superconductor Base UHV Wire,MTECable
2522,4x Superconductor Base UHV Wire,MTECable
2523,8x Superconductor Base UHV Wire,MTECable
2524,12x Superconductor Base UHV Wire,MTECable
2525,16x Superconductor Base UHV Wire,MTECable
2600,1x Ichorium Wire,MTECable
2601,2x Ichorium Wire,MTECable
2602,4x Ichorium Wire,MTECable
2603,8x Ichorium Wire,MTECable
2604,12x Ichorium Wire,MTECable
2605,16x Ichorium Wire,MTECable
2606,1x SpaceTime Wire,MTECable
2607,2x SpaceTime Wire,MTECable
2608,4x SpaceTime Wire,MTECable
2609,8x SpaceTime Wire,MTECable
2610,12x SpaceTime Wire,MTECable
2611,16x SpaceTime Wire,MTECable
2700,Long Distance Fluid Pipeline,MTELongDistancePipelineFluid
2701,Long Distance Item Pipeline,MTELongDistancePipelineItem
2710,Output Bus (ME),MTEHatchOutputBusME
2711,Advanced Stocking Input Bus (ME),MTEHatchInputBusME
2712,Advanced Stocking Input Hatch (ME),MTEHatchInputME
2713,Output Hatch (ME),MTEHatchOutputME
2714,Crafting Input Buffer (ME),MTEHatchCraftingInputME
2715,Crafting Input Bus (ME),MTEHatchCraftingInputME
2716,Crafting Input Proxy,MTEHatchCraftingInputSlave
2717,Stocking Input Hatch (ME),MTEHatchInputME
2718,Stocking Input Bus (ME),MTEHatchInputBusME
2730,Large Fluid Extractor,MTELargeFluidExtractor
2731,Matter Manipulator Quantum Uplink,MTEMMUplink
2732,Quantum Uplink ME Connector Hatch,MTEMMUplinkMEHatch
2733,Basic Solar Panel,MTESolarGenerator
2734,Advanced Solar Panel,MTESolarGenerator
2735,Advanced Solar Panel II,MTESolarGenerator
2736,Advanced Solar Panel III,MTESolarGenerator
2737,Advanced Solar Panel IV,MTESolarGenerator
2738,Elite Solar Panel,MTESolarGenerator
2739,Elite Solar Panel II,MTESolarGenerator
2740,Ultimate Solar Panel,MTESolarGenerator
3004,Hyper-Intensity Laser Engraver,MTEIndustrialLaserEngraver
3005,Large Electric Compressor,MTEIndustrialCompressor
3006,Hot Isostatic Pressurization Unit,MTEHIPCompressor
3007,Neutronium Compressor,MTENeutroniumCompressor
3008,Pseudostable Black Hole Containment Field,MTEBlackHoleCompressor
3009,Heat Sensor Hatch,MTEHeatSensor
3010,Dissection Apparatus,MTEIndustrialExtractor
3011,Big Barrel Brewery,MTEIndustrialBrewery
3012,Black Hole Utility Hatch,MTEBlackHoleUtility
4102,Lithium Frame Box (TileEntity),MTEFrame
4104,Beryllium Frame Box (TileEntity),MTEFrame
4106,Carbon Frame Box (TileEntity),MTEFrame
4114,Magnesium Frame Box (TileEntity),MTEFrame
4115,Aluminium Frame Box (TileEntity),MTEFrame
4116,Raw Silicon Frame Box (TileEntity),MTEFrame
4121,Potassium Frame Box (TileEntity),MTEFrame
4123,Scandium Frame Box (TileEntity),MTEFrame
4124,Titanium Frame Box (TileEntity),MTEFrame
4125,Vanadium Frame Box (TileEntity),MTEFrame
4126,Chrome Frame Box (TileEntity),MTEFrame
4127,Manganese Frame Box (TileEntity),MTEFrame
4128,Iron Frame Box (TileEntity),MTEFrame
4129,Cobalt Frame Box (TileEntity),MTEFrame
4130,Nickel Frame Box (TileEntity),MTEFrame
4131,Copper Frame Box (TileEntity),MTEFrame
4132,Zinc Frame Box (TileEntity),MTEFrame
4133,Gallium Frame Box (TileEntity),MTEFrame
4135,Arsenic Frame Box (TileEntity),MTEFrame
4139,Rubidium Frame Box (TileEntity),MTEFrame
4140,Strontium Frame Box (TileEntity),MTEFrame
4141,Yttrium Frame Box (TileEntity),MTEFrame
4143,Niobium Frame Box (TileEntity),MTEFrame
4144,Molybdenum Frame Box (TileEntity),MTEFrame
4148,Palladium Frame Box (TileEntity),MTEFrame
4150,Silver Frame Box (TileEntity),MTEFrame
4152,Indium Frame Box (TileEntity),MTEFrame
4153,Tin Frame Box (TileEntity),MTEFrame
4154,Antimony Frame Box (TileEntity),MTEFrame
4155,Tellurium Frame Box (TileEntity),MTEFrame
4158,Caesium Frame Box (TileEntity),MTEFrame
4159,Barium Frame Box (TileEntity),MTEFrame
4160,Lanthanum Frame Box (TileEntity),MTEFrame
4161,Cerium Frame Box (TileEntity),MTEFrame
4162,Praseodymium Frame Box (TileEntity),MTEFrame
4163,Neodymium Frame Box (TileEntity),MTEFrame
4164,Promethium Frame Box (TileEntity),MTEFrame
4165,Samarium Frame Box (TileEntity),MTEFrame
4166,Europium Frame Box (TileEntity),MTEFrame
4167,Gadolinium Frame Box (TileEntity),MTEFrame
4168,Terbium Frame Box (TileEntity),MTEFrame
4169,Dysprosium Frame Box (TileEntity),MTEFrame
4170,Holmium Frame Box (TileEntity),MTEFrame
4171,Erbium Frame Box (TileEntity),MTEFrame
4172,Thulium Frame Box (TileEntity),MTEFrame
4173,Ytterbium Frame Box (TileEntity),MTEFrame
4174,Lutetium Frame Box (TileEntity),MTEFrame
4176,Tantalum Frame Box (TileEntity),MTEFrame
4177,Tungsten Frame Box (TileEntity),MTEFrame
4179,Osmium Frame Box (TileEntity),MTEFrame
4180,Iridium Frame Box (TileEntity),MTEFrame
4181,Platinum Frame Box (TileEntity),MTEFrame
4182,Gold Frame Box (TileEntity),MTEFrame
4185,Lead Frame Box (TileEntity),MTEFrame
4186,Bismuth Frame Box (TileEntity),MTEFrame
4192,Thorium Frame Box (TileEntity),MTEFrame
4193,Uranium 235 Frame Box (TileEntity),MTEFrame
4194,Uranium 238 Frame Box (TileEntity),MTEFrame
4196,Plutonium 239 Frame Box (TileEntity),MTEFrame
4197,Plutonium 241 Frame Box (TileEntity),MTEFrame
4199,Americium Frame Box (TileEntity),MTEFrame
4207,Purified Tengam Frame Box (TileEntity),MTEFrame
4208,Attuned Tengam Frame Box (TileEntity),MTEFrame
4221,Hellish Metal Frame Box (TileEntity),MTEFrame
4225,Neutronium Frame Box (TileEntity),MTEFrame
4227,Superconductor Base UIV Frame Box (TileEntity),MTEFrame
4228,Netherite Frame Box (TileEntity),MTEFrame
4230,Superconductor Base UMV Frame Box (TileEntity),MTEFrame
4235,Universium Frame Box (TileEntity),MTEFrame
4237,Eternity Frame Box (TileEntity),MTEFrame
4239,Magmatter Frame Box (TileEntity),MTEFrame
4243,Six-Phased Copper Frame Box (TileEntity),MTEFrame
4244,Mellion Frame Box (TileEntity),MTEFrame
4245,Creon Frame Box (TileEntity),MTEFrame
4249,Hot Proto-Halkonite Steel Frame Box (TileEntity),MTEFrame
4250,Proto-Halkonite Steel Frame Box (TileEntity),MTEFrame
4252,Hot Exo-Halkonite Steel Frame Box (TileEntity),MTEFrame
4253,Exo-Halkonite Steel Frame Box (TileEntity),MTEFrame
4259,Prismatic Naquadah Frame Box (TileEntity),MTEFrame
4297,Manasteel Frame Box (TileEntity),MTEFrame
4298,Terrasteel Frame Box (TileEntity),MTEFrame
4299,Elven Elementium Frame Box (TileEntity),MTEFrame
4301,Gaia Spirit Frame Box (TileEntity),MTEFrame
4302,Livingwood Frame Box (TileEntity),MTEFrame
4303,Dreamwood Frame Box (TileEntity),MTEFrame
4356,Neutronium Alloy Frame Box (TileEntity),MTEFrame
4357,Axonis Alloy Frame Box (TileEntity),MTEFrame
4358,Axonium Frame Box (TileEntity),MTEFrame
4359,Dubnium Frame Box (TileEntity),MTEFrame
4396,Bronze Frame Box (TileEntity),MTEFrame
4397,Brass Frame Box (TileEntity),MTEFrame
4398,Invar Frame Box (TileEntity),MTEFrame
4399,Electrum Frame Box (TileEntity),MTEFrame
4400,Wrought Iron Frame Box (TileEntity),MTEFrame
4401,Steel Frame Box (TileEntity),MTEFrame
4402,Stainless Steel Frame Box (TileEntity),MTEFrame
4403,Pig Iron Frame Box (TileEntity),MTEFrame
4404,Red Alloy Frame Box (TileEntity),MTEFrame
4405,Blue Alloy Frame Box (TileEntity),MTEFrame
4406,Cupronickel Frame Box (TileEntity),MTEFrame
4407,Nichrome Frame Box (TileEntity),MTEFrame
4408,Kanthal Frame Box (TileEntity),MTEFrame
4409,Magnalium Frame Box (TileEntity),MTEFrame
4410,Soldering Alloy Frame Box (TileEntity),MTEFrame
4411,Battery Alloy Frame Box (TileEntity),MTEFrame
4412,Tungstensteel Frame Box (TileEntity),MTEFrame
4413,Osmiridium Frame Box (TileEntity),MTEFrame
4414,Sunnarium Frame Box (TileEntity),MTEFrame
4415,Adamantium Frame Box (TileEntity),MTEFrame
4416,Fluxed Electrum Frame Box (TileEntity),MTEFrame
4417,Enderium Frame Box (TileEntity),MTEFrame
4419,Infused Gold Frame Box (TileEntity),MTEFrame
4420,Naquadah Frame Box (TileEntity),MTEFrame
4421,Naquadah Alloy Frame Box (TileEntity),MTEFrame
4422,Enriched Naquadah Frame Box (TileEntity),MTEFrame
4423,Naquadria Frame Box (TileEntity),MTEFrame
4424,Duranium Frame Box (TileEntity),MTEFrame
4425,Tritanium Frame Box (TileEntity),MTEFrame
4426,Thaumium Frame Box (TileEntity),MTEFrame
4427,Mithril Frame Box (TileEntity),MTEFrame
4429,Astral Silver Frame Box (TileEntity),MTEFrame
4430,Black Steel Frame Box (TileEntity),MTEFrame
4431,Damascus Steel Frame Box (TileEntity),MTEFrame
4432,Shadow Iron Frame Box (TileEntity),MTEFrame
4433,Shadow Steel Frame Box (TileEntity),MTEFrame
4434,Ironwood Frame Box (TileEntity),MTEFrame
4435,Steeleaf Frame Box (TileEntity),MTEFrame
4436,Meteoric Iron Frame Box (TileEntity),MTEFrame
4437,Meteoric Steel Frame Box (TileEntity),MTEFrame
4438,Deep Dark Iron Frame Box (TileEntity),MTEFrame
4439,Cobalt Brass Frame Box (TileEntity),MTEFrame
4440,Ultimet Frame Box (TileEntity),MTEFrame
4441,Annealed Copper Frame Box (TileEntity),MTEFrame
4442,Fiery Steel Frame Box (TileEntity),MTEFrame
4444,Red Steel Frame Box (TileEntity),MTEFrame
4445,Blue Steel Frame Box (TileEntity),MTEFrame
4446,Sterling Silver Frame Box (TileEntity),MTEFrame
4447,Rose Gold Frame Box (TileEntity),MTEFrame
4448,Black Bronze Frame Box (TileEntity),MTEFrame
4449,Bismuth Bronze Frame Box (TileEntity),MTEFrame
4450,Magnetic Iron Frame Box (TileEntity),MTEFrame
4451,Magnetic Steel Frame Box (TileEntity),MTEFrame
4452,Magnetic Neodymium Frame Box (TileEntity),MTEFrame
4453,Vanadium-Gallium Frame Box (TileEntity),MTEFrame
4454,Yttrium Barium Cuprate Frame Box (TileEntity),MTEFrame
4455,Niobium Nitride Frame Box (TileEntity),MTEFrame
4456,Niobium-Titanium Frame Box (TileEntity),MTEFrame
4457,Chromium Dioxide Frame Box (TileEntity),MTEFrame
4458,Knightmetal Frame Box (TileEntity),MTEFrame
4459,Tin Alloy Frame Box (TileEntity),MTEFrame
4460,Dark Steel Frame Box (TileEntity),MTEFrame
4461,Electrical Steel Frame Box (TileEntity),MTEFrame
4462,Energetic Alloy Frame Box (TileEntity),MTEFrame
4463,Vibrant Alloy Frame Box (TileEntity),MTEFrame
4464,Shadow Metal Frame Box (TileEntity),MTEFrame
4465,Conductive Iron Frame Box (TileEntity),MTEFrame
4466,Tungstencarbide Frame Box (TileEntity),MTEFrame
4467,Vanadiumsteel Frame Box (TileEntity),MTEFrame
4468,HSS-G Frame Box (TileEntity),MTEFrame
4469,HSS-E Frame Box (TileEntity),MTEFrame
4470,HSS-S Frame Box (TileEntity),MTEFrame
4474,Pulsating Iron Frame Box (TileEntity),MTEFrame
4475,Soularium Frame Box (TileEntity),MTEFrame
4476,Enderium Base Frame Box (TileEntity),MTEFrame
4477,Redstone Alloy Frame Box (TileEntity),MTEFrame
4478,Ardite Frame Box (TileEntity),MTEFrame
4479,Reinforced Frame Box (TileEntity),MTEFrame
4480,Galgadorian Frame Box (TileEntity),MTEFrame
4481,Enhanced Galgadorian Frame Box (TileEntity),MTEFrame
4482,Manyullyn Frame Box (TileEntity),MTEFrame
4483,Mytryl Frame Box (TileEntity),MTEFrame
4484,Black Plutonium Frame Box (TileEntity),MTEFrame
4485,Callisto Ice Frame Box (TileEntity),MTEFrame
4486,Ledox Frame Box (TileEntity),MTEFrame
4487,Quantium Frame Box (TileEntity),MTEFrame
4488,Duralumin Frame Box (TileEntity),MTEFrame
4489,Oriharukon Frame Box (TileEntity),MTEFrame
4490,Infinity Catalyst Frame Box (TileEntity),MTEFrame
4491,Bedrockium Frame Box (TileEntity),MTEFrame
4493,Infinity Frame Box (TileEntity),MTEFrame
4494,Mysterious Crystal Frame Box (TileEntity),MTEFrame
4495,Magnetic Samarium Frame Box (TileEntity),MTEFrame
4496,Obzinite Frame Box (TileEntity),MTEFrame
4497,End Steel Frame Box (TileEntity),MTEFrame
4498,Clay Compound Frame Box (TileEntity),MTEFrame
4499,Crystalline Alloy Frame Box (TileEntity),MTEFrame
4500,Melodic Alloy Frame Box (TileEntity),MTEFrame
4501,Stellar Alloy Frame Box (TileEntity),MTEFrame
4502,Crystalline Pink Slime Frame Box (TileEntity),MTEFrame
4503,Energetic Silver Frame Box (TileEntity),MTEFrame
4504,Vivid Alloy Frame Box (TileEntity),MTEFrame
4566,Epoxid Frame Box (TileEntity),MTEFrame
4567,Silicone Rubber Frame Box (TileEntity),MTEFrame
4568,Polycaprolactam Frame Box (TileEntity),MTEFrame
4569,Polytetrafluoroethylene Frame Box (TileEntity),MTEFrame
4581,Alduorite Frame Box (TileEntity),MTEFrame
4584,Rubracium Frame Box (TileEntity),MTEFrame
4585,Vulcanite Frame Box (TileEntity),MTEFrame
4617,Force Frame Box (TileEntity),MTEFrame
4625,Vinteum Frame Box (TileEntity),MTEFrame
4672,TPV-Alloy Frame Box (TileEntity),MTEFrame
4677,Transcendent Metal Frame Box (TileEntity),MTEFrame
4678,Enriched Holmium Frame Box (TileEntity),MTEFrame
4679,Magnetohydrodynamically Constrained Star Matter Frame Box (TileEntity),MTEFrame
4681,White Dwarf Matter Frame Box (TileEntity),MTEFrame
4682,Black Dwarf Matter Frame Box (TileEntity),MTEFrame
4684,SpaceTime Frame Box (TileEntity),MTEFrame
4695,Polybenzimidazole Frame Box (TileEntity),MTEFrame
4706,Fiber-Reinforced Epoxy Resin Frame Box (TileEntity),MTEFrame
4707,Borosilicate Glass Frame Box (TileEntity),MTEFrame
4709,Nickel-Zinc Ferrite Frame Box (TileEntity),MTEFrame
4727,Polyphenylene Sulfide Frame Box (TileEntity),MTEFrame
4731,Styrene-Butadiene Rubber Frame Box (TileEntity),MTEFrame
4732,Polystyrene Frame Box (TileEntity),MTEFrame
4745,Polyvinyl Chloride Frame Box (TileEntity),MTEFrame
4861,Kevlar Frame Box (TileEntity),MTEFrame
4866,Endium Frame Box (TileEntity),MTEFrame
4868,Nickel Aluminide Frame Box (TileEntity),MTEFrame
4900,Obsidian Frame Box (TileEntity),MTEFrame
4905,Wood Frame Box (TileEntity),MTEFrame
4925,Deep Iron Frame Box (TileEntity),MTEFrame
4952,Silicon Solar Grade (Poly SI) Frame Box (TileEntity),MTEFrame
4964,Trinium Frame Box (TileEntity),MTEFrame
4970,Polyethylene Frame Box (TileEntity),MTEFrame
4976,Rubber Frame Box (TileEntity),MTEFrame
4980,Desh Frame Box (TileEntity),MTEFrame
4985,Sealed Wood Frame Box (TileEntity),MTEFrame
5001,Draconic Evolution Fusion Crafter,MTEDEFusionCrafter
5008,Chrysotile Frame Box (TileEntity),MTEFrame
5009,Realgar Frame Box (TileEntity),MTEFrame
5047,Vyroxeres Frame Box (TileEntity),MTEFrame
5048,Ceruclase Frame Box (TileEntity),MTEFrame
5052,Tartarite Frame Box (TileEntity),MTEFrame
5062,Orichalcum Frame Box (TileEntity),MTEFrame
5066,Void Frame Box (TileEntity),MTEFrame
5070,Superconductor Base UEV Frame Box (TileEntity),MTEFrame
5071,Draconium Frame Box (TileEntity),MTEFrame
5072,Awakened Draconium Frame Box (TileEntity),MTEFrame
5073,Blood Infused Iron Frame Box (TileEntity),MTEFrame
5074,Ichorium Frame Box (TileEntity),MTEFrame
5075,Radox Polymer Frame Box (TileEntity),MTEFrame
5076,Gallium Arsenide Frame Box (TileEntity),MTEFrame
5077,Indium Gallium Phosphide Frame Box (TileEntity),MTEFrame
5078,Cosmic Neutronium Frame Box (TileEntity),MTEFrame
5080,Flerovium Frame Box (TileEntity),MTEFrame
5081,Superconductor Base UHV Frame Box (TileEntity),MTEFrame
5082,Superconductor Base UV Frame Box (TileEntity),MTEFrame
5083,Superconductor Base MV Frame Box (TileEntity),MTEFrame
5084,Superconductor Base HV Frame Box (TileEntity),MTEFrame
5085,Superconductor Base EV Frame Box (TileEntity),MTEFrame
5086,Superconductor Base IV Frame Box (TileEntity),MTEFrame
5087,Superconductor Base LuV Frame Box (TileEntity),MTEFrame
5088,Superconductor Base ZPM Frame Box (TileEntity),MTEFrame
5101,Small Wooden Fluid Pipe,MTEFluidPipe
5102,Wooden Fluid Pipe,MTEFluidPipe
5103,Large Wooden Fluid Pipe,MTEFluidPipe
5110,Tiny Copper Fluid Pipe,MTEFluidPipe
5111,Small Copper Fluid Pipe,MTEFluidPipe
5112,Copper Fluid Pipe,MTEFluidPipe
5113,Large Copper Fluid Pipe,MTEFluidPipe
5114,Huge Copper Fluid Pipe,MTEFluidPipe
5115,Quadruple Copper Fluid Pipe,MTEFluidPipe
5116,Nonuple Copper Fluid Pipe,MTEFluidPipe
5120,Tiny Bronze Fluid Pipe,MTEFluidPipe
5121,Small Bronze Fluid Pipe,MTEFluidPipe
5122,Bronze Fluid Pipe,MTEFluidPipe
5123,Large Bronze Fluid Pipe,MTEFluidPipe
5124,Huge Bronze Fluid Pipe,MTEFluidPipe
5125,Quadruple Bronze Fluid Pipe,MTEFluidPipe
5126,Nonuple Bronze Fluid Pipe,MTEFluidPipe
5130,Tiny Steel Fluid Pipe,MTEFluidPipe
5131,Small Steel Fluid Pipe,MTEFluidPipe
5132,Steel Fluid Pipe,MTEFluidPipe
5133,Large Steel Fluid Pipe,MTEFluidPipe
5134,Huge Steel Fluid Pipe,MTEFluidPipe
5135,Quadruple Steel Fluid Pipe,MTEFluidPipe
5136,Nonuple Steel Fluid Pipe,MTEFluidPipe
5140,Tiny Stainless Steel Fluid Pipe,MTEFluidPipe
5141,Small Stainless Steel Fluid Pipe,MTEFluidPipe
5142,Stainless Steel Fluid Pipe,MTEFluidPipe
5143,Large Stainless Steel Fluid Pipe,MTEFluidPipe
5144,Huge Stainless Steel Fluid Pipe,MTEFluidPipe
5145,Quadruple Stainless Steel Fluid Pipe,MTEFluidPipe
5146,Nonuple Stainless Steel Fluid Pipe,MTEFluidPipe
5150,Tiny Titanium Fluid Pipe,MTEFluidPipe
5151,Small Titanium Fluid Pipe,MTEFluidPipe
5152,Titanium Fluid Pipe,MTEFluidPipe
5153,Large Titanium Fluid Pipe,MTEFluidPipe
5154,Huge Titanium Fluid Pipe,MTEFluidPipe
5155,Quadruple Titanium Fluid Pipe,MTEFluidPipe
5156,Nonuple Titanium Fluid Pipe,MTEFluidPipe
5160,Tiny Tungstensteel Fluid Pipe,MTEFluidPipe
5161,Small Tungstensteel Fluid Pipe,MTEFluidPipe
5162,Tungstensteel Fluid Pipe,MTEFluidPipe
5163,Large Tungstensteel Fluid Pipe,MTEFluidPipe
5164,Huge Tungstensteel Fluid Pipe,MTEFluidPipe
5165,Small High Pressure Fluid Pipe,MTEFluidPipe
5166,High Pressure Fluid Pipe,MTEFluidPipe
5167,Large High Pressure Fluid Pipe,MTEFluidPipe
5170,Tiny Plastic Fluid Pipe,MTEFluidPipe
5171,Small Plastic Fluid Pipe,MTEFluidPipe
5172,Plastic Fluid Pipe,MTEFluidPipe
5173,Large Plastic Fluid Pipe,MTEFluidPipe
5174,Huge Plastic Fluid Pipe,MTEFluidPipe
5175,Quadruple Plastic Fluid Pipe,MTEFluidPipe
5176,Nonuple Plastic Fluid Pipe,MTEFluidPipe
5180,Tiny Niobium-Titanium Fluid Pipe,MTEFluidPipe
5181,Small Niobium-Titanium Fluid Pipe,MTEFluidPipe
5182,Niobium-Titanium Fluid Pipe,MTEFluidPipe
5183,Large Niobium-Titanium Fluid Pipe,MTEFluidPipe
5184,Huge Niobium-Titanium Fluid Pipe,MTEFluidPipe
5185,Quadruple Niobium-Titanium Fluid Pipe,MTEFluidPipe
5186,Nonuple Niobium-Titanium Fluid Pipe,MTEFluidPipe
5190,Tiny Enderium Fluid Pipe,MTEFluidPipe
5191,Small Enderium Fluid Pipe,MTEFluidPipe
5192,Enderium Fluid Pipe,MTEFluidPipe
5193,Large Enderium Fluid Pipe,MTEFluidPipe
5194,Huge Enderium Fluid Pipe,MTEFluidPipe
5195,Quadruple Enderium Fluid Pipe,MTEFluidPipe
5196,Nonuple Enderium Fluid Pipe,MTEFluidPipe
5200,Tiny Naquadah Fluid Pipe,MTEFluidPipe
5201,Small Naquadah Fluid Pipe,MTEFluidPipe
5202,Naquadah Fluid Pipe,MTEFluidPipe
5203,Large Naquadah Fluid Pipe,MTEFluidPipe
5204,Huge Naquadah Fluid Pipe,MTEFluidPipe
5205,Quadruple Naquadah Fluid Pipe,MTEFluidPipe
5206,Nonuple Naquadah Fluid Pipe,MTEFluidPipe
5210,Tiny Neutronium Fluid Pipe,MTEFluidPipe
5211,Small Neutronium Fluid Pipe,MTEFluidPipe
5212,Neutronium Fluid Pipe,MTEFluidPipe
5213,Large Neutronium Fluid Pipe,MTEFluidPipe
5214,Huge Neutronium Fluid Pipe,MTEFluidPipe
5215,Quadruple Neutronium Fluid Pipe,MTEFluidPipe
5216,Nonuple Neutronium Fluid Pipe,MTEFluidPipe
5220,Tiny Nether Star Fluid Pipe,MTEFluidPipe
5221,Small Nether Star Fluid Pipe,MTEFluidPipe
5222,Nether Star Fluid Pipe,MTEFluidPipe
5223,Large Nether Star Fluid Pipe,MTEFluidPipe
5224,Huge Nether Star Fluid Pipe,MTEFluidPipe
5225,Quadruple Nether Star Fluid Pipe,MTEFluidPipe
5226,Nonuple Nether Star Fluid Pipe,MTEFluidPipe
5230,Tiny Mysterious Crystal Fluid Pipe,MTEFluidPipe
5231,Small Mysterious Crystal Fluid Pipe,MTEFluidPipe
5232,Mysterious Crystal Fluid Pipe,MTEFluidPipe
5233,Large Mysterious Crystal Fluid Pipe,MTEFluidPipe
5234,Huge Mysterious Crystal Fluid Pipe,MTEFluidPipe
5235,Quadruple Mysterious Crystal Fluid Pipe,MTEFluidPipe
5236,Nonuple Mysterious Crystal Fluid Pipe,MTEFluidPipe
5240,Tiny Awakened Draconium Fluid Pipe,MTEFluidPipe
5241,Small Awakened Draconium Fluid Pipe,MTEFluidPipe
5242,Awakened Draconium Fluid Pipe,MTEFluidPipe
5243,Large Awakened Draconium Fluid Pipe,MTEFluidPipe
5244,Huge Awakened Draconium Fluid Pipe,MTEFluidPipe
5245,Quadruple Awakened Draconium Fluid Pipe,MTEFluidPipe
5246,Nonuple Awakened Draconium Fluid Pipe,MTEFluidPipe
5250,Tiny Infinity Fluid Pipe,MTEFluidPipe
5251,Small Infinity Fluid Pipe,MTEFluidPipe
5252,Infinity Fluid Pipe,MTEFluidPipe
5253,Large Infinity Fluid Pipe,MTEFluidPipe
5254,Huge Infinity Fluid Pipe,MTEFluidPipe
5255,Quadruple Infinity Fluid Pipe,MTEFluidPipe
5256,Nonuple Infinity Fluid Pipe,MTEFluidPipe
5260,Tiny Wrought Iron Fluid Pipe,MTEFluidPipe
5261,Small Wrought Iron Fluid Pipe,MTEFluidPipe
5262,Wrought Iron Fluid Pipe,MTEFluidPipe
5263,Large Wrought Iron Fluid Pipe,MTEFluidPipe
5264,Huge Wrought Iron Fluid Pipe,MTEFluidPipe
5265,Quadruple Wrought Iron Fluid Pipe,MTEFluidPipe
5266,Nonuple Wrought Iron Fluid Pipe,MTEFluidPipe
5270,Quadruple Tungstensteel Fluid Pipe,MTEFluidPipe
5271,Nonuple Tungstensteel Fluid Pipe,MTEFluidPipe
5280,Tiny PBI Fluid Pipe,MTEFluidPipe
5281,Small PBI Fluid Pipe,MTEFluidPipe
5282,PBI Fluid Pipe,MTEFluidPipe
5283,Large PBI Fluid Pipe,MTEFluidPipe
5284,Huge PBI Fluid Pipe,MTEFluidPipe
